0.1,0.2,0.3,0.6,0.8,1,1.6,1.7,1.9,2,2.3,2.4,2.5,2.7,2.9,3.1,3.2,3.3,3.9,4,4.5,4.6,4.7,4.8,4.9,5,5.5,5.6,5.7,5.8,5.9,6.1,6.2,6.6,6.9,7.6,8,8.2,8.3,8.9,9,9.1,9.3,9.4,10,10.3,10.6,10.7,10.8,10.9,11.2,11.4,11.7,11.8,11.9,12.1,12.3,12.4,13,13.1,13.2,13.5,13.6,13.7,13.8,14.1,14.3,14.4,14.5,14.6,14.8,15,15.1,15.2,15.3,15.5,15.7,15.8,16,16.1,16.2,16.3,16.4,16.8,16.9,17,17.1,17.2,17.3,17.4,17.5,17.7,18.1,18.3,18.6,18.7,19,19.1,19.2,19.4,19.7,19.8,20.1,20.2,20.5,20.7,20.8,20.9,21,21.1,21.2,21.4,21.6,21.8,22,22.7,22.8,23,23.1,23.2,23.3,23.4,23.5,23.6,24.1,24.2,24.4,24.6,24.7,24.8,24.9,25.2,25.4,25.6,25.7,26,26.3,26.4,26.6,26.8,27.3,27.4,27.9,28,28.1,28.3,28.5,28.6,28.8,29.1,29.4,29.5,29.7,29.8,29.9,30.2,30.3,30.4,30.5,30.6,30.8,31,31.2,31.3,31.6,31.7,31.8,32,32.2,32.4,32.5,32.6,32.9,33.2,33.3,33.5,33.8,33.9,34,34.3,34.4,34.5,34.6,34.8,35,35.2,35.6,35.7,35.8,36,36.3,36.8,36.9,37,37.4,37.5,37.6,37.9,38.4,38.9,39,39.2,39.6,39.7,40,40.1,40.2,40.4,40.7,41,41.2,41.5,41.7,41.9,42,42.1,42.5,42.6,42.7,43,43.2,43.6,43.9,44.2,44.5,44.6,44.8,44.9,45,45.1,45.3,45.6,45.9,46,46.2,46.7,46.8,46.9,47.3,47.4,47.6,47.9,48.6,48.7,48.9,49.3,49.4,49.5,49.6,49.7,49.8,49.9,50.1,50.7,50.8,51.1,51.3,51.6,52,52.1,52.4,52.6,52.7,53,53.3,53.8,53.9,54,54.1,54.2,54.3,54.4,54.8,54.9,55.1,55.3,55.4,55.5,55.6,56.1,56.3,57,57.1,57.4,57.7,57.8,58.1,58.6,58.7,59.1,59.3,59.9,60.1,60.6,60.7,61,61.4,61.5,61.8,61.9,62.3,62.4,63,63.3,63.4,63.5,63.7,64.1,64.3,64.4,64.6,64.9,65.1,65.2,65.3,65.6,65.9,66.1,66.2,66.3,66.4,66.5,66.9,67.3,67.4,67.5,67.6,67.7,67.9,68.2,68.3,68.5,69,69.1,69.8,70,70.1,70.2,70.3,70.4,70.5,70.6,70.7,70.8,71,71.4,71.5,71.7,72,72.3,72.4,72.5,72.6,72.9,73.5,73.7,73.8,74,74.1,74.3,74.4,74.5,74.6,74.7,74.8,74.9,75,75.2,75.3,75.5,75.6,75.7,75.9,76,76.1,76.2,76.3,76.4,76.5,76.6,76.8,76.9,77.1,77.3,77.5,77.7,77.8,78,78.1,78.4,78.7,79.4,79.5,79.7,80,80.4,80.5,80.6,80.7,80.8,81,81.1,81.2,81.3,81.5,81.7,82.4,82.6,82.8,83.1,83.2,83.3,83.4,83.7,83.9,84.1,84.6,84.7,84.9,85,85.1,85.7,86,86.6,86.8,86.9,87.1,87.5,87.6,87.8,87.9,88,88.3,88.4,88.5,88.7,88.9,89,89.4,89.5,89.8,90.4,90.5,91.1,91.2,91.3,91.5,91.6,92.2,92.4,92.5,92.6,92.7,92.8,92.9,93.1,93.2,93.3,93.8,94,94.4,94.5,94.7,95,95.1,95.3,95.5,95.6,95.8,96.1,96.4,96.5,96.6,96.8,96.9,97,97.1,97.4,97.5,97.7,98,98.2,98.7,98.8,98.9,99.5,99.7
37712,35895,47642,39530,37661,47651,36379,47689,45269,40085,36630,48238,46828,41633,37932,33231,47058,46212,47551,46530,37030,48862,47014,46116,44010,39055,46539,45332,39969,38403,37829,32941,47069,38258,48528,36259,43262,38144,37652,39058,38209,37685,48396,46953,36953,46340,38463,37904,37238,34401,45528,38807,36482,48341,46928,44647,38376,37890,43160,39139,38240,33135,47276,46491,45586,38121,36793,49017,47189,46436,41633,38150,37680,36826,32800,46484,42303,38931,37798,37083,33747,47454,46641,38375,37901,37389,35490,48008,46894,46257,45067,38718,33104,46606,39583,38434,36014,48599,47057,45471,38190,37791,47733,46836,40983,38190,37816,37158,34969,47911,46925,45401,39097,37913,36240,38619,38099,37076,34825,47824,46914,46358,45578,43012,36769,33741,46805,45413,42811,39298,38433,36609,47506,46252,45355,38410,36852,34253,46891,45698,37822,37296,46078,45144,41937,38448,37721,37167,48486,46193,39565,38584,37833,37438,36453,46919,46443,45835,44527,40989,38409,37733,36026,48852,46377,45799,44521,39074,38062,37334,36101,33030,46482,41918,39331,38178,36844,34891,48390,46350,45814,44684,41699,38601,37882,37006,46920,46481,46029,43108,38387,34939,48455,47419,45355,43619,40325,38164,33357,45888,45129,40227,37920,37662,34284,48276,47364,46515,44535,38756,38105,37113,33304,47182,46760,46386,40757,39331,38694,37882,37323,47810,46518,44941,39322,38718,38099,37892,37672,37371,35749,47439,46398,46078,44871,38465,38230,38026,36844,35799,48423,46863,40926,39553,38565,37782,37567,37294,36813,35839,34151,48717,47332,45495,44853,40026,38793,38118,37425,37102,34002,47908,47447,46656,45958,40793,39687,39148,38796,38541,38339,38184,37642,37452,36826,35154,33609,48790,47995,46633,46269,41663,40428,38856,38303,38192,37864,37061,36741,33163,48050,46729,46460,45568,45285,43626,39914,39469,38750,38602,38198,38121,37683,37383,37238,37101,36658,34716,33276,49081,48238,47573,47296,47181,47086,46833,46614,46479,46412,46338,46269,46193,45856,45423,45290,45140,44972,44795,44349,43423,43055,42263,40586,40340,39384,39239,39171,39112,39060,39009,38976,38928,38892,38859,38808,38723,38703,38682,38652,38631,38626,38619,38626,38622,38622,38622,38622,38622,38622,38622,38628,38622,38622,38622,38622,38619,38621,38619,38628,38625,38622,38619,38622,38622,38619,38626,38621,38625,38619,38619,38622,38622,38621,38619,38621,38622,38621,38616,38622,38619,38621,38626,38622,38621,38625,38619,38622,38622,38622,38622,38626,38621,38619,38621,38622,38621,38626,38625,38621,38619,38619,38626,38628,38622,38621,38625,38625,38622,38622,38626,38625,38622,38626,38621,38622,38625,38622,38622,38622,38625,38621,38621,38622,38619,38628,38622,38621,38621,38621,38621,38621,38619,38625,38621,38621,38619,38621,38621,38622,38622,38622,38621,38625,38625,38626,38625,38622,38622,38621,38621,38619,38621,38622,38625,38621,38622,38628,38626,38622,38625,38622,38628,38622,38625,38622,38621,38621,38621,38621,38621,38622,38621,38622,38625,38621,38626,38626
